year,return,max_drawdown
2020,3.9646546242943,0.21773920124660695
2021,0.9305747197374972,0.2332764112344642
2022,0.19277079327217805,0.5972164412238743
2023,1.447051144538038,0.27903137099335173
2024,1.4422426473780456,0.35962651998093587
2025,0.14103961337753002,0.3723438652818196
2026,-0.06844590278951113,0.61826211776372
