agent,fAPV,annualized_return,sharpe_annualized,max_drawdown,avg_daily_turnover,avg_gross_exposure
r5_gated,28.015374042580937,0.6703119506605839,1.3406551890083518,0.5038051712048224,0.25238343464229224,0.5539473450982306
