agent,fAPV,annualized_return,sharpe_annualized,max_drawdown,avg_daily_turnover,avg_gross_exposure
ts_ma50_lo,2.756211300146295,0.16889973693564353,0.5814986154637465,0.7609902293548905,0.3181623781569348,0.5328086152366565
