agent,fAPV,annualized_return,sharpe_annualized,max_drawdown,avg_daily_turnover,avg_gross_exposure
don_20_10,18.95202624089905,0.5727851773630193,1.2040247660463785,0.3792094099510521,0.19597752437001933,0.7862353054298581
