agent,fAPV,annualized_return,sharpe_annualized,max_drawdown,avg_daily_turnover,avg_gross_exposure
audit_cap1k,150.11707980106297,1.162806523884509,1.488101172728735,0.5970571613093796,0.39089018371667783,0.7016143041507243
