year,return,max_drawdown
2020,3.1713039314524476,0.20737202253890596
2021,1.3409067609231973,0.23003249837855044
2022,-0.16152830244295902,0.6070399654075632
2023,0.8817733475790859,0.3704080375927802
2024,0.14893185492194538,0.4579379214846585
2025,1.0522117916083231,0.28900506450649144
2026,0.3550669722645654,0.4935161841152177
