agent,fAPV,annualized_return,sharpe_annualized,max_drawdown,avg_daily_turnover,avg_gross_exposure
r10_round,81.94744953891127,0.9703814989115638,1.3125377957516489,0.6939968632095915,0.37389850483637077,0.7894874828107971
