agent,fAPV,annualized_return,sharpe_annualized,max_drawdown,avg_daily_turnover,avg_gross_exposure
r6_vol100,63.4907817099224,0.8944845835974076,1.4385285811040283,0.5587451840479121,0.3045669612782526,0.6442490160096113
