date,from_sub,to_sub,amount_usd,pct_of_nav,pct_of_sender,drift_pp,nav,fee_usd
2021-10-02,M10,B3,247.76867917117124,0.9422196895661831,1.8495850697278615,-0.9422196895661816,26296.27484066364,0.49553735834234247
2021-11-02,B3,M10,716.2350188553501,2.7093110868533703,5.140099597183164,2.709311086853372,26436.056838611134,1.4324700377107003
2021-12-02,M10,B3,34.18474283818796,0.12995599036983949,0.2592381896261879,-0.12995599036983996,26304.861161768837,0.06836948567637592
2022-01-02,M10,B3,97.53788319146224,0.38592921064575675,0.7659463995043599,-0.3859292106457579,25273.516619344984,0.19507576638292448
2022-02-02,B3,M10,627.3313985375262,2.436052156632401,4.645758130981406,2.4360521566323956,25751.969095963417,1.2546627970750523
2022-03-02,M10,B3,105.02647832129333,0.41042104337820673,0.8141591259970614,-0.4104210433782063,25589.935023022314,0.21005295664258666
2022-04-02,B3,M10,255.8877391230053,1.0149399878117717,1.9894956027670638,1.0149399878117693,25212.105365431875,0.5117754782460107
2022-05-02,B3,M10,237.57874082539274,0.9313631875586358,1.8286633800254268,0.9313631875586315,25508.710672595218,0.4751574816507855
2022-06-02,B3,M10,337.5396914681405,1.3018678153544023,2.537661630644878,1.3018678153544072,25927.33974118973,0.675079382936281
2022-07-02,B3,M10,405.8144304984071,1.5213450804558915,2.9528442591709405,1.5213450804558937,26674.71277304156,0.8116288609968142
2022-08-02,M10,B3,326.86965559012606,1.2514608724173044,2.4418052697709935,-1.2514608724173037,26119.047170747668,0.6537393111802521
2022-09-02,M10,B3,167.79307196902846,0.6430276212442948,1.2697258664182838,-0.6430276212442965,26094.22463755746,0.3355861439380569
2022-10-02,M10,B3,411.5108672828337,1.6232549986912475,3.144425896298868,-1.6232549986912481,25350.96873963827,0.8230217345656674
2022-11-02,M10,B3,325.67819428175244,1.271950016378524,2.480791184989467,-1.2719500163785258,25604.637767843917,0.6513563885635049
2022-12-02,M10,B3,136.35404881095383,0.5313432253541717,1.0515121733149762,-0.5313432253541694,25662.141212032166,0.2727080976219077
2023-01-02,M10,B3,651.3783485299718,2.4068367264032644,4.5926006543162865,-2.4068367264032666,27063.66997745545,1.3027566970599438
2023-02-02,B3,M10,647.2381634498288,2.270166906080393,4.343140725300254,2.2701669060803953,28510.598128986567,1.2944763268996575
2023-03-02,B3,M10,39.09258348339972,0.14210812990493293,0.2834107603469092,0.1421081299049276,27509.04083359042,0.07818516696679945
2023-04-02,M10,B3,725.9022826004566,2.516333899661316,4.791526203007755,-2.516333899661316,28847.61369300628,1.4518045652009133
2023-05-02,M10,B3,142.37757661909563,0.497375635636757,0.9849534344627437,-0.49737563563675424,28625.76419466528,0.2847551532381913
2023-06-02,M10,B3,2470.3502342880365,7.446400276421521,12.962344447329704,-7.446400276421522,33175.09323411231,4.940700468576073
2023-07-02,M10,B3,1373.9570614441982,3.651263181878823,6.805549329753839,-3.6512631818788224,37629.636457408255,2.7479141228883965
2023-08-02,B3,M10,488.74681290017907,1.2954268250580663,2.5254236200745366,1.2954268250580658,37728.63147852998,0.9774936258003581
2023-09-02,M10,B3,604.2909591616808,1.5121250521632064,2.9354740279729654,-1.5121250521632046,39963.02807741979,1.2085819183233617
2023-10-02,M10,B3,1325.0665952795753,3.1947300166398405,6.005726536520624,-3.1947300166398405,41476.63772456292,2.6501331905591505
2023-11-02,M10,B3,945.7773800168798,2.074453499220938,3.9836298987793946,-2.074453499220935,45591.64041864843,1.8915547600337597
2023-12-02,B3,M10,399.69250566994015,0.8381752523137335,1.6487123075401622,0.8381752523137331,47686.03040552826,0.7993850113398803
2024-01-02,B3,M10,1831.7189722281037,3.863310321764391,7.1724338862317465,3.8633103217643905,47413.19800040162,3.6634379444562075
2024-02-02,M10,B3,381.4512734767304,0.798120183696109,1.5711608634531113,-0.7981201836961105,47793.71343676872,0.7629025469534608
2024-03-02,B3,M10,567.7808914817542,1.1134369764251766,2.1783645207398634,1.113436976425175,50993.53654525496,1.1355617829635085
2024-04-02,M10,B3,1280.766203228126,2.357084023038985,4.501939072851696,-2.3570840230389853,54336.89213916252,2.561532406456252
2024-05-02,M10,B3,1103.9472512398206,2.0270986831429987,3.8962362585092354,-2.027098683142997,54459.47256638538,2.2078945024796415
2024-06-02,M10,B3,103.42389460508275,0.18821086138789003,0.37501010328441364,-0.18821086138788856,54951.076596973326,0.2068477892101655
2024-07-02,B3,M10,1778.4623413053378,3.32822028818435,6.2410113635871065,3.328220288184347,53435.83619206724,3.5569246826106755
2024-08-02,M10,B3,140.876970131525,0.2700629076340007,0.5372241290610937,-0.270062907634,52164.50173248032,0.28175394026305
2024-09-02,M10,B3,232.05003790979026,0.4420356718404048,0.8763240141935313,-0.44203567184040726,52495.77187824131,0.4641000758195805
2024-10-02,M10,B3,1770.8887050383528,3.0689740885089485,5.78299117557932,-3.0689740885089467,57702.95395028029,3.5417774100767057
2024-11-02,M10,B3,1337.6705699009071,2.260179197279011,4.3248592561211305,-2.260179197279011,59184.27049993667,2.6753411398018145
2024-12-02,B3,M10,1781.5644666110238,2.6398809908484613,5.014982825108229,2.6398809908484644,67486.54476421782,3.5631289332220475
2025-01-02,M10,B3,575.6231617796293,0.858675277217293,1.688355570680674,-0.8586752772172912,67036.18667641742,1.1512463235592587
2025-02-02,M10,B3,1356.102506556177,1.976667318371446,3.8029897266475605,-1.9766673183714445,68605.50047812065,2.7122050131123543
2025-03-02,M10,B3,297.6809838987174,0.4174611686085825,0.8280091042515768,-0.41746116860858495,71307.46672580397,0.5953619677974348
2025-04-02,M10,B3,301.25479521258967,0.42046455454405146,0.833916462806882,-0.4204645545440533,71648.08352020732,0.6025095904251794
2025-05-02,B3,M10,2053.514392780926,2.812050596082873,5.324638154253844,2.8120505960828712,73025.51368177471,4.107028785561852
2025-06-02,M10,B3,284.423855091758,0.3769429401278073,0.7482449670989326,-0.3769429401278057,75455.41375448508,0.568847710183516
2025-07-02,M10,B3,4345.220030922261,5.197926516170632,9.416887271386656,-5.197926516170631,83595.25702035955,8.690440061844521
2025-08-02,M10,B3,1909.3730745822031,2.041538191056172,3.922901324632694,-2.041538191056169,93526.19916428826,3.818746149164406
2025-09-02,M10,B3,1124.75214193001,1.2080639540071627,2.3591283495743807,-1.2080639540071603,93103.69191955391,2.2495042838600203
2025-10-02,M10,B3,4628.50328630599,4.485050782392107,8.23170891462496,-4.485050782392108,103198.45885529465,9.25700657261198
2025-11-02,M10,B3,3252.748816768857,3.115109185043741,5.8648268502870735,-3.1151091850437407,104418.4528871717,6.505497633537714
2025-12-02,B3,M10,952.6127841471389,0.8854012562246273,1.739990713183812,0.8854012562246272,107591.08115670664,1.9052255682942778
2026-01-02,M10,B3,21.280052164540393,0.019977434706206953,0.039938911872330576,-0.01997743470620872,106520.44407848181,0.042560104329080785
2026-02-02,B3,M10,2055.7180463583136,1.9023916163256145,3.665325541043522,1.902391616325616,108059.66703789635,4.111436092716628
2026-03-02,B3,M10,402.76232518439065,0.3717891083443793,0.7380899406703628,0.37178910834437806,108330.85643039376,0.8055246503687813
2026-04-02,M10,B3,1324.6107601310068,1.229771032054163,2.40050073869099,-1.229771032054161,107711.98260528443,2.6492215202620137
2026-05-02,B3,M10,168.23191581231367,0.15817929499846356,0.3153609186413121,0.15817929499846173,106355.20648511409,0.33646383162462734
