,g_sep,g_net,t_sep,t_net,fund_delta_b3
2022-01-08,0.19903956975057388,0.19903956975057388,0.0642775779404314,0.0642775779404314,0.00018452216338914895
2022-01-09,0.18543010472014954,0.18543010472014954,0.017489403374537325,0.017489403374537325,0.00013890578741448844
2022-01-10,0.2144883916319072,0.2144883916319072,0.029058286911757665,0.029058286911757665,0.00012447147164277632
2022-01-11,0.17334122840500282,0.17334122840500282,0.05646746303629768,0.05646746303629768,0.0001679980216842444
2022-01-12,0.01487075727495683,0.01487075727495683,0.15847047113004598,0.15847047113004598,8.0029241445122e-06
2022-01-13,0.009708829292593892,0.009708829292593892,0.005161927982362938,0.005161927982362938,4.623395048244598e-06
2022-01-14,0.009703478359848127,0.009703478359848127,5.350932745765494e-06,5.350932745765494e-06,2.3607127266410687e-06
2022-01-15,0.009690583639508213,0.009690583639508213,1.289472033991386e-05,1.289472033991386e-05,8.20603667006957e-06
2022-01-16,0.009686018486130965,0.009686018486130965,4.5651533772481795e-06,4.5651533772481795e-06,7.314350419987139e-06
2022-01-17,0.009683632995022801,0.009683632995022801,2.3854911081633984e-06,2.3854911081633984e-06,8.869289868093962e-06
2022-01-18,0.01937365719673618,0.01937365719673618,0.009690024201713377,0.009690024201713377,2.223912194530791e-05
2022-01-19,0.019355673873911503,0.019355673873911503,1.7983322824675907e-05,1.7983322824675907e-05,2.027323357109754e-05
2022-01-20,0.07343999095307356,0.07343999095307356,0.05416143483297867,0.05416143483297867,8.306496540856528e-05
2022-01-21,0.1779914234555912,0.1779914234555912,0.10455143250251764,0.10455143250251764,0.00013383749986971838
2022-01-22,0.07769604917513158,0.07769604917513158,0.10029537428045965,0.10029537428045965,4.7272981676777564e-05
2022-01-23,0.018671991669934624,0.018671991669934624,0.059024057505196945,0.059024057505196945,1.2092101057064791e-05
2022-01-24,0.004171878145035183,0.004171878145035183,0.014500113524899442,0.014500113524899442,3.2170821106069412e-06
2022-01-25,0.0021768229410421194,0.0021768229410421194,0.0021768229410421194,0.0021768229410421194,1.5462086664293079e-06
2022-01-26,0.0,0.0,0.0021768229410421194,0.0021768229410421194,0.0
2022-01-27,0.0,0.0,0.0,0.0,0.0
2022-01-28,0.0,0.0,0.0,0.0,0.0
2022-01-29,0.0,0.0,0.0,0.0,0.0
2022-01-30,0.0,0.0,0.0,0.0,0.0
2022-01-31,0.0,0.0,0.0,0.0,0.0
2022-02-01,0.0,0.0,0.0,0.0,0.0
2022-02-02,0.0,0.0,0.0,0.0,0.0
2022-02-03,2.2451148083533496,2.24511480835335,2.2451148083533496,2.2451148083533496,0.0
2022-02-04,1.1079399787208386,1.1079399787208384,1.2347753544432725,1.2347753544432725,0.0
2022-02-05,0.6039175998228917,0.6039175998228917,0.8895388056187916,0.8895388056187916,0.0
2022-02-06,0.5453264508106446,0.5453264508106447,0.1494763510660994,0.1494763510660994,0.0
2022-02-07,0.48115198222629374,0.4811519822262938,0.12254481737851664,0.10570799418293052,1.6787312313202077e-06
2022-02-08,0.4614835863096875,0.46148358630968755,0.02680561496550008,0.02652615887698927,-1.7594941464802976e-05
2022-02-09,0.48787519538213286,0.487875195382133,0.17651122047016568,0.17649256484804682,-2.118870119591192e-05
2022-02-10,0.5118012031528638,0.5118012031528637,0.19300028769086025,0.19300028769086025,-8.254347727798086e-06
2022-02-11,0.47709158589233885,0.4770915858923388,0.03789804044586943,0.03789804044586943,5.24829923727308e-06
2022-02-12,0.4128815118948281,0.4128815118948281,0.19997177635060107,0.1929779282939269,-1.1480717243752457e-05
2022-02-13,0.42326121068503464,0.4232612106850346,0.01166485088254035,0.01166485088254035,-1.5314931197513192e-05
2022-02-14,0.446836658220965,0.44683665822096497,0.06964310118518971,0.06884614935232854,-9.979862859933847e-07
2022-02-15,0.36847501898705354,0.36847501898705376,0.33247068780108463,0.33045222976835376,-1.460812238653393e-06
2022-02-16,0.3671005636495222,0.36710056364952215,0.004486373074053188,0.003942637299714118,-6.20847166235916e-06
2022-02-17,0.3643346747981074,0.3643346747981075,0.032529776915036876,0.03160945479370226,1.6810889148388204e-05
2022-02-18,0.4582981975871825,0.45829819758718254,0.23072152090976997,0.230126327636842,6.442245496240958e-05
2022-02-19,0.4988483388763118,0.4988483388763117,0.10893490911235351,0.10776659164596375,8.120156907720937e-05
2022-02-20,0.5167631435217458,0.49105643083078904,0.22425035799138782,0.20585039246508,3.888913714525913e-05
2022-02-21,0.5178948636266502,0.441586539447389,0.26148692104327376,0.25371231979749226,2.067089508292968e-05
2022-02-22,0.5359664674870331,0.44852108628923315,0.04919433174101735,0.04823327348189467,1.575825885470962e-05
2022-02-23,0.4547648849969341,0.39801021040245316,0.1445405765792266,0.14372587778159893,3.442989975188918e-05
2022-02-24,0.3998254615653725,0.3998254615653726,0.19148995589859935,0.16295705768471777,9.941198877291456e-07
2022-02-25,0.3836930280759388,0.3836930280759388,0.16214443370805487,0.16214443370805487,0.0
2022-02-26,0.449141030820857,0.44914103082085693,0.15486254561798746,0.15486254561798746,0.00011508122584770797
2022-02-27,0.45179684065941633,0.4517968406594165,0.17213424591993873,0.15638581057690942,8.178413238385468e-05
2022-02-28,0.46318804055261487,0.463188040552615,0.05018330111981209,0.04795700706701156,4.089222087859745e-05
2022-03-01,0.42953301951350814,0.429533019513508,0.034221548443381725,0.03422154844338173,-4.563284371224937e-06
