,g_sep,g_net,t_sep,t_net,fund_delta_b3
2023-06-23,0.9769749920340614,0.9769749920340614,0.051412497984714395,0.051412497984714395,-5.336184672e-05
2023-06-24,0.958794329509025,0.9587943295090249,0.3772723120534898,0.3772723120534898,-5.250275716e-05
2023-06-25,0.9529145594397271,0.9529145594397269,0.4660155816708258,0.4660155816708258,-5.897640000000001e-05
2023-06-26,0.9990579152401086,0.9990579152401086,0.046143355800381536,0.04614335580038152,-5.326650154e-05
2023-06-27,1.0353818805190567,1.035381880519057,0.06249731156591795,0.062497311565917965,-7.067142012e-05
2023-06-28,1.0336936856879362,1.0336936856879362,0.33866698335100254,0.33866698335100254,-4.946736890692003e-05
2023-06-29,0.9904206084406815,0.9576692208981205,0.08327116767724993,0.08327116767724993,-5.048013750228334e-05
2023-06-30,1.0725050315895033,1.027359280202492,0.29832001322864854,0.2925339011462029,-0.0001016866023685022
2023-07-01,1.0926261340913344,1.0926261340913341,0.8557423959265323,0.8099823336875414,-0.00012452941663109322
2023-07-02,1.038507320840509,1.0385073208405087,0.056700263737002196,0.056700263737002196,-0.00013009824505052204
2023-07-03,1.061190935845573,1.0268481532984133,0.12187122074307413,0.12187122074307413,-0.00014378062919031886
2023-07-04,0.8942386323214424,0.8297021324660835,0.4319423729819111,0.43194237298191107,-0.0001208823450107816
2023-07-05,0.895016100517944,0.776935221743676,0.2400542677984494,0.22929594658953292,-0.00011193682573477069
2023-07-06,0.9280408340789985,0.8208407648485907,0.1679361548346712,0.1618723847360879,-8.35948533409419e-05
2023-07-07,1.0117469974677387,0.9180929285891966,0.3793768084300521,0.3788602459044985,-1.6088403028220666e-05
2023-07-08,0.9621922097517621,0.8671807122402825,0.32948226159374727,0.32948226159374727,-2.596044184371807e-05
2023-07-09,0.9606349560003982,0.866725561380356,0.010948432164602118,0.010948432164602123,-1.0150528903763122e-05
2023-07-10,1.1951512086502551,1.1951512086502551,0.6085396800100848,0.6076078754159603,-4.617719210233158e-05
2023-07-11,1.213503061700992,1.2135030617009925,0.18597624067485166,0.1859762406748517,1.6356750869585303e-06
2023-07-12,1.1705517202127158,1.170551720212716,0.04300255834289396,0.04300255834289396,-2.1698365629211465e-05
2023-07-13,1.4055999926148481,1.2974982323493063,0.6211619606490522,0.582249728058837,0.000251391131611702
2023-07-14,1.2185007319333205,1.146532073452795,0.3370738576676169,0.3249237853858331,-1.0436644650338183e-05
2023-07-15,1.180809687481232,1.180809687481232,0.734579056536186,0.7296153894315692,8.372233028950111e-05
2023-07-16,1.1921375374921683,1.1921375374921683,0.46434372528871287,0.46312334836387603,7.803317753960636e-05
2023-07-17,1.0909207701545447,1.0417737701545449,0.1828062385140376,0.18001644559257768,8.509483644228929e-05
2023-07-18,1.0242838293415384,1.0064192329982724,0.14711597883266692,0.14593157803406065,-2.6807792028496637e-05
2023-07-19,1.1367878036127972,1.1199333225368755,0.35638852462248016,0.35409416642039293,-4.138435129230446e-05
2023-07-20,1.1627676715339446,1.13898373576764,0.4653922840457068,0.46481265116154685,-3.564694392061673e-05
2023-07-21,1.0233040479186646,0.9588308814895082,0.181653014122847,0.18041395090055012,-3.134033308111492e-05
2023-07-22,1.0683450376308465,1.0040786348571062,0.5073016265015867,0.4815395386332907,-2.0442973943783358e-05
2023-07-23,1.0783083380940188,1.0159855837314282,0.0810216994502599,0.07748790581242612,-2.4479451109067277e-05
2023-07-24,1.1691577479541415,1.1159312012329476,0.2221917697776779,0.21851718139081167,-8.870777666301372e-06
2023-07-25,0.8823679157062773,0.8823679157062772,0.652469578713573,0.652469578713573,6.120040273698631e-06
2023-07-26,0.8865593828338848,0.8865593828338848,0.0043820874611193205,0.004382087461119312,3.2418599973698626e-05
2023-07-27,0.8230772129399485,0.8230772129399485,0.06348216989393624,0.06348216989393622,-2.400903660630137e-05
2023-07-28,0.8365305854621778,0.8365305854621778,0.23028646943561354,0.2302052132628079,9.01175277453618e-06
2023-07-29,0.7886693293071826,0.7886693293071826,0.4362822861224871,0.4362822861224871,-6.327441051877104e-06
2023-07-30,0.9563232707618914,0.9563232707618914,0.5440744138504696,0.5405976770825507,8.29368439607961e-05
2023-07-31,0.9197016844433542,0.9197016844433543,0.4049622334354468,0.40230099807650377,8.964585401058145e-06
2023-08-01,0.9474108738128394,0.9474108738128394,0.22250642080426075,0.22250642080426075,2.8551815753227563e-05
2023-08-02,0.8074990675564213,0.8074990675564214,0.2744596138164791,0.27445961381647904,3.767143133369863e-05
2023-08-03,0.973382979432605,0.9733829794326043,0.5487855236052503,0.5487855236052503,4.5060191313698626e-05
2023-08-04,0.9093733548084348,0.9093733548084346,0.385425297647367,0.385425297647367,3.059426333369863e-05
2023-08-05,0.9471746268631559,0.9471746268631561,0.625585872559542,0.625585872559542,3.526224539369862e-05
2023-08-06,0.95627502552875,0.9562750255287501,0.2238655548535724,0.22386555485357237,3.358534975369863e-05
2023-08-07,1.0522159193732243,1.0522159193732241,0.1866080988866342,0.1866080988866342,5.525131323369861e-05
2023-08-08,0.8932782204824345,0.8932782204824345,0.19063164602739435,0.1906316460273943,5.0698335153698626e-05
2023-08-09,0.8357365549143976,0.8357365549143975,0.5772488094223169,0.5772488094223169,5.6418063013698617e-05
2023-08-10,0.8289427203862233,0.8289427203862232,0.01141862391696137,0.01141862391696137,5.6418063013698617e-05
2023-08-11,0.8298692339014238,0.8298692339014238,0.002233067946419552,0.002233067946419552,5.517464391369863e-05
2023-08-12,0.8249378386646857,0.824937838664686,0.6163541154906413,0.6163541154906413,5.4224140933698625e-05
2023-08-13,0.8803737245224562,0.880373724522456,0.061679691394097055,0.061679691394097055,5.5266057333698616e-05
2023-08-14,0.9629861708419981,0.962986170841998,0.3525846328561608,0.3525846328561608,5.6418063013698617e-05
2023-08-15,1.2685097706948527,1.1944903333637928,0.5972899674182481,0.5948850280868461,0.0001104969846610959
2023-08-16,1.3229710084250563,1.1717327927827954,0.5380845382049504,0.5302319585603001,9.816313913916903e-06
2023-08-17,1.387232319538827,1.249011088908421,0.3798807107236167,0.37934653062561496,9.687648114564999e-05
2023-08-18,1.0135919150469836,0.9939877237797211,1.0197625245472643,0.9880397479011336,2.377638110867203e-05
2023-08-19,1.125561469754291,1.125561469754291,1.0058442642920264,1.0051420784136982,-4.9546735069699855e-05
2023-08-20,1.1152807448240958,1.115280744824096,0.010584972181758117,0.01058497218175811,-4.335709259317866e-05
2023-08-21,1.0268169755621703,1.0268169755621703,0.5509770627360164,0.5082375708382422,1.3899921418096984e-05
2023-08-22,1.1842073080637168,1.184207308063717,0.15749928673020103,0.15749928673020105,3.864740030024617e-05
2023-08-23,1.1177332864460119,1.1177332864460119,0.15753992863712224,0.15753992863712224,0.0001024355313732236
2023-08-24,1.1992981875529427,1.199298187552943,0.6539076761629474,0.6527129920950494,8.474278943168805e-05
2023-08-25,1.1846442307391758,1.1846442307391762,0.07364298550526413,0.07208830179206173,8.366929543120244e-05
2023-08-26,1.2889662039208416,1.271194879225723,0.5070138189521398,0.5070138189521398,0.00016496034290016092
2023-08-27,1.26203457544564,1.244607917127031,0.4138410811867238,0.4138410811867238,0.00016738987895734215
2023-08-28,1.1864387713397586,1.1697208800804884,0.07593901088127954,0.07586464996383589,0.00017100760565551864
2023-08-29,1.0795486034093804,1.0795486034093804,0.44106192005457673,0.4410619200545768,9.951540393698634e-06
2023-08-30,1.0565448270110114,1.0565448270110112,0.33560479768500656,0.3356047976850066,3.631399119369862e-05
2023-08-31,1.1558907721055887,1.1558907721055887,0.099450608622251,0.099450608622251,6.094545432947078e-05
2023-09-01,1.2534299044091248,1.1673804027598247,0.30949796454444867,0.3073370966588498,9.014181565388204e-05
2023-09-02,1.3459430747077596,1.2805983755443622,0.7691572318283573,0.7691572318283573,6.164290786874526e-05
2023-09-03,1.4096274684021866,1.4096274684021866,0.47491155289440895,0.4746967579586781,8.615286906470444e-05
2023-09-04,1.505597429332522,1.5055974293325225,0.09820895851262909,0.09708945972148228,9.377596589373904e-05
2023-09-05,1.341105909717871,1.3411059097178706,0.5010014027778205,0.5010014027778205,0.00011347162600117646
2023-09-06,1.4951989217489658,1.495198921748966,0.16481722144988453,0.16237904884883278,9.88124857932562e-05
2023-09-07,1.420553200660427,1.420553200660427,0.08915690506854929,0.08843606366346878,0.00012880350492570336
2023-09-08,1.604225665412343,1.6042256654123428,0.6884644743835189,0.6873040788767628,8.06259730432587e-05
2023-09-09,1.6923911215535954,1.6923911215535947,0.6893522892577132,0.6893522892577133,7.394643734213165e-05
2023-09-10,2.4344430075272623,2.4344430075272623,0.813188548616094,0.8129780115358873,5.9826822109183294e-05
2023-09-11,2.4238644972466,2.378538836288303,1.132370893480806,1.0709434312356823,0.000186384175566502
2023-09-12,1.9124461326827054,1.866863499613965,0.5566386353908176,0.545292595016142,0.0001447998756918279
2023-09-13,1.6210846400637249,1.4692744092196077,0.5760106093561175,0.5706150217921186,0.00020335066268646179
2023-09-14,1.4714899885464376,1.4372546393143535,0.6440722141348062,0.5990092568786642,0.0001865167156320871
2023-09-15,1.4074317584545564,1.4074317584545561,0.11146580965036293,0.11146580965036296,0.00020892346612219178
2023-09-16,1.272941204730178,1.272941204730178,0.46850848405520684,0.46850848405520684,0.00022264334264219176
2023-09-17,1.4345230782653138,1.4345230782653138,0.3872210321805128,0.3872210321805128,0.00023358444778219178
2023-09-18,1.3377412841553897,1.3377412841553897,0.5432276688544385,0.5250471387220144,7.033926106916563e-05
2023-09-19,1.2402537058052974,1.2402537058052974,0.1968656711244886,0.1477186711244886,3.3139094993698626e-05
2023-09-20,1.3395481734590275,1.3395481734590275,0.34333912314714604,0.343339123147146,1.853064071369863e-05
2023-09-21,1.4188287999871225,1.4188287999871223,0.2505728495827087,0.24803463138598206,4.236890967265754e-05
2023-09-22,1.4182297922278495,1.418229792227849,0.0872120248747252,0.0872120248747252,4.705517441665754e-05
2023-09-23,1.4513149604415472,1.4513149604415474,0.7824860160258333,0.7824860160258335,2.0287889678958903e-05
2023-09-24,1.3205325440569704,1.3205325440569702,0.21142455110506508,0.21142455110506508,2.5140861046958902e-05
2023-09-25,1.4362567404062916,1.4362567404062916,0.2344564582206322,0.23445645822063219,2.6006984687178074e-05
2023-09-26,1.4579382713068845,1.4579382713068847,0.37609885540944904,0.37609885540944904,2.9113271675178072e-05
2023-09-27,1.6479975003590737,1.6479975003590746,0.22937682905218945,0.22937682905218945,5.851831495117808e-05
2023-09-28,1.6415645631154245,1.6415645631154248,0.4897178404657775,0.4897178404657775,4.396569166317808e-05
2023-09-29,1.4613991313993997,1.4220815313993993,0.645546298622201,0.6432717713105082,8.214044482958905e-06
2023-09-30,1.4283300075994338,1.3890124075994341,0.565329171930993,0.565329171930993,6.356105934736532e-05
2023-10-01,1.4492031680713489,1.410413245839092,0.20447727899665605,0.1974758354975487,-2.3905003080742867e-05
2023-10-02,1.5503825455487608,1.55038254554876,0.5579037231468085,0.5405044984912142,-9.316519810644183e-05
2023-10-03,1.3869501306209964,1.3476325306209964,0.46913799270674683,0.45173876805115265,-4.8719651682573904e-05
2023-10-04,1.4401722649218103,1.401006998531201,0.09939408893515123,0.09906255696979557,3.838928194274175e-05
2023-10-05,1.3289365277210812,1.2897078074065307,0.2611414050078328,0.26074790786473595,7.449516291492669e-05
2023-10-06,1.3336181710804067,1.2943308361933314,0.06907832283278978,0.06907832283278979,1.5364315204590667e-05
2023-10-07,1.175274948087585,1.0573221480875852,0.6112312318529093,0.6112312318529094,-5.101197877571841e-06
2023-10-08,1.4535844206210782,1.386335511633384,0.6802812011738775,0.6790575998764512,-3.260874872091006e-05
2023-10-09,1.4828105685436783,1.4828105685436783,0.44346831272288617,0.4353100342718587,0.00010929545145767738
2023-10-10,1.4004243928518851,1.4004243928518854,0.2616895522543688,0.2605510354046895,0.000155221012598597
2023-10-11,1.4427558881873233,1.4427558881873235,0.6868992221818533,0.6865977713183007,0.0002219481257932876
2023-10-12,1.477592080859738,1.4775920808597383,0.22124129854437702,0.221241298544377,0.00023211550588441744
2023-10-13,1.4954862228870802,1.4954862228870804,0.2678049990445986,0.2677819371722505,0.00020021373069423177
2023-10-14,1.5081174631091305,1.508117463109131,0.7526077610510279,0.7520214253573643,0.00016685103723726864
2023-10-15,1.4820004925215748,1.4820004925215748,0.060539247933395345,0.06053924793339535,0.0001975349161986196
2023-10-16,1.5387081123603092,1.5387081123603092,0.2803673962677222,0.2803673962677222,0.00018380327711938385
2023-10-17,1.6876586433316851,1.651197763783105,0.6486337337604721,0.6418618957694154,0.00019964010384780227
2023-10-18,1.7019131544948687,1.6637861549876902,0.3109696521147562,0.31095837055618525,0.00019552084986766097
2023-10-19,1.826173741152625,1.7852985314568894,0.2186139558422012,0.2097979571380989,0.00017010916646418222
2023-10-20,1.7291651192618245,1.7291651192618243,0.45501044936431534,0.4513010804336294,0.00019713967877697382
2023-10-21,1.551030036044026,1.5510300360440257,0.8923741168148102,0.8259621603085534,2.8502388386371657e-05
2023-10-22,1.6098899198358516,1.6098899198358518,0.06623001166501262,0.06560347691139937,-3.721398680010619e-06
2023-10-23,1.8858788829107511,1.7079007671717783,0.8847201591120584,0.8620015801880893,-0.00011974522044135559
2023-10-24,1.476811388444173,1.2506051024276654,0.5971394114139312,0.5868455446204208,-0.00020931257900643076
2023-10-25,1.4128962634685402,1.2997970703136934,0.30004385294355584,0.27191666513541535,-0.00011057908702862519
2023-10-26,1.465140545017666,1.2361900473825629,0.5530243739824794,0.5061238952382776,-0.00022502041989449681
2023-10-27,1.48033560261945,1.3096656509147455,0.10662507948595333,0.10227904040778318,-0.0001895027029222742
2023-10-28,1.3912701843408974,1.1470347888611032,0.7362939745355016,0.7111855306162997,-0.00016957729363281676
2023-10-29,1.4472236815544162,1.2859276992308677,0.3486707581360077,0.3349780131168595,-0.000191251348592263
2023-10-30,1.542608578506488,1.3806828649637113,0.1026683554016151,0.10243587120402385,-0.00021718032271039774
2023-10-31,1.715383527476551,1.4730045659948396,0.22754625027119232,0.2275462502711923,-0.0002378061692770078
2023-11-01,1.5973397075516993,1.3630714527224626,0.4836871846885695,0.4685942783037906,-0.00012016979734929994
2023-11-02,1.5678975205761636,1.567897520576164,0.5598698120801543,0.5469056759141201,-0.000282822175246353
2023-11-03,1.4769778136591107,1.4078279422672508,0.19418699770059858,0.19188792915695008,-0.00021312273287832177
2023-11-04,1.5301048792775749,1.4612095241300154,0.7020770846106826,0.6975345283184267,-0.00020668751201534982
2023-11-05,1.7061459273877153,1.640410155209326,0.18387447134608492,0.18351704073918154,-0.0002407706393386816
2023-11-06,1.8047412256197228,1.657788702613049,0.2428904389174003,0.23097878409621708,-0.0002618833480322913
2023-11-07,1.8375532621315855,1.6653140273381466,0.6907253808204035,0.6906331293534537,-0.00027022246766206367
2023-11-08,1.6714095263904385,1.508324080565038,0.17993478000609842,0.16071289404845268,-0.00025126317873757373
2023-11-09,1.4790644999647178,1.3670431735734743,0.23758654302707405,0.23487271948501337,-0.00025376540095517757
2023-11-10,1.479522383089074,1.3445037594132898,0.3880250519579904,0.34064482688822584,-0.0002638491792336953
2023-11-11,1.233081006119939,1.0898765062674651,0.5443795415801383,0.5417689548529021,-0.0004036831163888126
2023-11-12,1.3212418758714057,1.1250922691519518,0.4977033486861533,0.47183930832271875,-0.0003057560810634789
2023-11-13,0.9956871863260922,0.8824178599490263,0.5426267536219074,0.539796260045664,-0.00027165827270196635
2023-11-14,0.9374169647532418,0.8634582142709133,0.12413186975741414,0.12412039481373993,-0.0001567353951383007
2023-11-15,1.09621218532227,1.011310520111422,0.1621418117230071,0.15879522056902803,-0.00016439703164365958
2023-11-16,0.9543152772864405,0.8300171904195909,0.4858837415864055,0.4858837415864055,-0.00016701642889008174
2023-11-17,0.9184410246862963,0.9184410246862963,0.4284516643304632,0.3263531453361517,-4.9154316489597487e-05
2023-11-18,0.764731443203917,0.7647314432039168,0.2817244105747013,0.2812821391203369,-4.521159859009628e-05
2023-11-19,0.7830607773890785,0.7830607773890782,0.3621741395193659,0.3621741395193659,-2.93092044694536e-05
2023-11-20,0.7468599016388814,0.7468599016388814,0.08019688131670472,0.07698028427456469,-5.475359669286587e-05
2023-11-21,0.7033971131243923,0.7033971131243923,0.0448131416031672,0.044764427108761114,-2.6681050978686774e-05
2023-11-22,0.81668027568694,0.8166802756869401,0.5025905488723927,0.50106743648676,-2.622411726299694e-05
2023-11-23,0.787960664456588,0.7879606644565879,0.02871961123035208,0.028719611230352094,-2.614759673156972e-05
2023-11-24,0.8003920787286394,0.8003920787286393,0.014176140451932537,0.013985717531689375,-2.609046985549677e-05
2023-11-25,0.968432838166082,0.9684328381660824,0.6676887274886318,0.6676887274886318,-2.609046985549676e-05
2023-11-26,0.8921513138941122,0.8921513138941122,0.18906370486092855,0.18882459395461587,-2.601873658360295e-05
2023-11-27,0.909571218339741,0.9095712183397409,0.22164590547421031,0.22164590547421031,-2.6055024485844122e-05
2023-11-28,0.8704725071505166,0.8704725071505167,0.2766271001380596,0.2764669547052152,-2.6006980855990797e-05
2023-11-29,0.8671262434964775,0.8671262434964774,0.007222603828356034,0.007000815745449893,-2.5940444431118954e-05
2023-11-30,0.9872722408917475,0.9872722408917477,0.17365937871097537,0.1736593787109754,-2.5941054871310906e-05
2023-12-01,1.1401972906495488,1.1401972906495486,0.2559830044153303,0.2559830044153303,-2.5962059713703827e-05
2023-12-02,1.3202385888074883,1.3202385888074883,0.6331038964314137,0.6283584335255434,-5.063067954480753e-05
2023-12-03,1.5687825958266712,1.568782595826672,0.5480063296957404,0.5480063296957404,-8.561670185888744e-05
2023-12-04,1.3743853826696872,1.3743853826696872,0.9189056418215777,0.9184208385839572,-0.00014853923806188013
2023-12-05,1.2162195655612928,1.2162195655612928,0.48959261757966344,0.4895926175796633,-0.00015051282463533576
2023-12-06,1.25323254986477,1.2532325498647698,0.10690578500644901,0.10414819000206432,-0.00024901892830407927
2023-12-07,1.2154149402926557,1.1028251160654094,0.5547911023881676,0.5346217557352424,-0.00022263096433777457
2023-12-08,1.2185653029612855,1.021699567264995,0.08413674511288788,0.08198773774724748,-0.00044280362287873115
2023-12-09,1.1460092810473934,0.9443234469843471,0.44154607508823973,0.4324781706709113,-0.000552990163526661
2023-12-10,1.382615152554812,1.1519029322172258,0.4118603540716931,0.39227824142978585,-0.0003913662847167275
2023-12-11,1.206521295054037,1.1453857353216101,0.27927438702949076,0.27525988767920506,-9.774061990050004e-05
2023-12-12,0.9208314591605944,0.8614978661034851,0.6434946738087562,0.6434946738087562,-1.546944656707732e-05
2023-12-13,0.9900848923614931,0.9900848923614931,0.3855420130121821,0.3854285455839198,8.097335504409398e-05
2023-12-14,1.0259200846593084,1.0212150375382354,0.07064872178310952,0.07063620677859259,9.029294557275326e-05
2023-12-15,1.1395594344035764,1.065224404625857,0.15392504243768199,0.15392504243768199,2.6410061229654572e-05
2023-12-16,1.1744469372838602,1.079229531993681,0.6175060859362583,0.6148703031835856,2.832852359810199e-05
2023-12-17,1.1243997888015236,1.047850023559103,0.49662093055027945,0.4413227574179227,1.81182839638822e-05
2023-12-18,1.7003679698587801,1.6457231166417248,0.7210747574266697,0.7203987626896706,-2.995848945387386e-05
2023-12-19,1.1025900794081969,1.0463298081992443,0.7981872951161484,0.7965834338317339,-2.3985379190796392e-05
2023-12-20,1.2284162214705314,1.2284162214705314,0.3484850742927746,0.34848507429277453,6.547049385222788e-05
2023-12-21,1.217924769158651,1.217924769158651,0.4109673648397516,0.40426700419209277,2.1567068730555873e-06
2023-12-22,0.9178062440648593,0.9178062440648597,0.6130738639662855,0.6130738639662854,-5.065462253039865e-05
2023-12-23,0.9670661822588428,0.9670661822588427,0.3254600897877609,0.3105721247559404,5.888549114889607e-05
2023-12-24,0.9777776246105847,0.977777624610585,0.020215230849309887,0.019903647294936554,-3.7067715501860406e-05
2023-12-25,1.0019818873811586,1.0019818873811586,0.3312387909190368,0.3307667409095696,-6.980751907074226e-07
2023-12-26,0.9295399045436099,0.8909572530310835,0.1488305003615609,0.1488305003615609,-0.0001431181559582243
2023-12-27,0.7992758849700982,0.7992758849700983,0.25084018061532765,0.20929089802130688,2.8813837841847377e-05
2023-12-28,0.7674545654150609,0.7674545654150611,0.28483338225660015,0.28483338225660015,0.00020312855226252126
2023-12-29,0.766454448617951,0.7664544486179508,0.026323953444065455,0.02470998754721371,9.153439464551609e-05
2023-12-30,0.7841932052460006,0.7841932052460006,0.2983670712317946,0.2983670712317946,9.708287678178563e-05
2023-12-31,0.6967104125925715,0.6967104125925718,0.3611970325742537,0.3610377447645458,0.00016307378740273095
2024-01-01,0.732395284834622,0.7323952848346219,0.15055594128852423,0.15055594128852423,-1.1313308403469217e-05
2024-01-02,0.6728145185044325,0.6728145185044326,0.07710290378700034,0.07710290378700034,-4.69790074592033e-05
2024-01-03,0.664155722388758,0.6641557223887579,0.32026409591732746,0.32026409591732746,1.3914152053091122e-05
2024-01-04,0.6346364972680258,0.6346364972680257,0.030480761797287644,0.03048076179728764,1.124270900813961e-05
2024-01-05,0.6600028606202698,0.6600028606202699,0.025366363352243848,0.02536636335224384,3.8544348104058995e-05
2024-01-06,0.5718585689207746,0.5718585689207746,0.5691997547866,0.5691997547866,4.788960260635933e-05
2024-01-07,0.5977165102326182,0.5977165102326181,0.04410462546503355,0.042767541396532494,0.0
2024-01-08,0.6900771240000564,0.6900771240000566,0.09239840203833483,0.09239840203833484,-2.4486514297326916e-05
2024-01-09,0.7074175485556378,0.7074175485556378,0.16089336916302535,0.16089336916302532,-2.448879560154406e-05
2024-01-10,0.7254866158341057,0.7254866158341058,0.06387778167024283,0.06188147198291881,-4.907285028615727e-05
2024-01-11,0.6736266143908504,0.6736266143908501,0.157801649538662,0.157801649538662,-4.90702784936697e-05
2024-01-12,0.7010809830159086,0.7010809830159085,0.27613504215293966,0.24330525747147988,-2.0882727123351802e-05
2024-01-13,0.7535384607600616,0.7535384607600614,0.2658169049227171,0.2658169049227171,-2.1494109827619653e-05
2024-01-14,0.7150100879338162,0.715010087933816,0.03852837282624545,0.03852837282624545,-1.671174448115347e-05
2024-01-15,0.6942338172798497,0.6942338172798498,0.15098346813392008,0.15064494077476723,-1.661018627340762e-05
2024-01-16,0.6396890244759087,0.6396890244759086,0.17230514582168496,0.1648618948382627,-1.972958413847621e-05
2024-01-17,0.5943551985045307,0.5943551985045308,0.04654232765605959,0.04556954937233769,-2.0021417623592775e-05
2024-01-18,0.6278181947709034,0.6278181947709035,0.2653226827234759,0.2568602763110599,3.150355436875171e-05
2024-01-19,0.6723859017190507,0.6723859017190507,0.04456770694814734,0.04456770694814733,5.056807870526921e-05
2024-01-20,0.684198207899638,0.684198207899638,0.21454512394708725,0.21450772379771704,5.055685866045816e-05
2024-01-21,0.6771406611731191,0.677140661173119,0.26793048644007356,0.26793048644007356,5.6418063013698644e-05
2024-01-22,0.7793190608928282,0.7793190608928279,0.11636478638895992,0.11636478638895989,5.641806301369863e-05
2024-01-23,0.7482278555547175,0.7482278555547175,0.07678130079014552,0.07678130079014552,5.641806301369863e-05
2024-01-24,0.7577139912884872,0.757713991288487,0.21447858853311388,0.21447858853311388,5.641806301369863e-05
2024-01-25,0.7886040624864531,0.788604062486453,0.03572789852504052,0.03547149929526669,6.732972803668056e-05
2024-01-26,0.8271806802481229,0.827180680248123,0.2324802792253818,0.23218971707263011,6.716295332160802e-05
2024-01-27,0.7820737512390173,0.764313966297893,0.5281277329048012,0.5281277329048011,6.661169300045362e-05
2024-01-28,0.7726020459127421,0.7549726204693115,0.010235208855492473,0.010104849357798784,6.653687022027053e-05
2024-01-29,0.7592766994677784,0.7592766994677782,0.13676318227748022,0.13676318227748024,6.685910173606025e-05
2024-01-30,0.8198580403845545,0.8198580403845545,0.17396658892880945,0.17274595407828341,5.068621400241862e-05
2024-01-31,0.7845292092380308,0.7845292092380309,0.2583326200546932,0.22311647168054743,5.399987897642156e-05
2024-02-01,0.8232644012276427,0.8232644012276426,0.0746401694123432,0.06512956766901816,5.641806301369863e-05
2024-02-02,0.8693762942300789,0.8693762942300789,0.22532047064711883,0.22532047064711883,5.6418063013698644e-05
2024-02-03,0.9941232375186813,0.9941232375186815,0.44743195335604413,0.44743195335604413,5.64180630136986e-05
2024-02-04,1.1191910589931884,1.1191910589931886,0.12525178797954495,0.12525178797954495,5.641806301369863e-05
2024-02-05,1.1662921802680906,1.1662921802680908,0.48372424353612076,0.4778947328868256,4.325763884327064e-05
2024-02-06,1.248760172128695,1.2487601721286954,0.1809265663775247,0.18092656637752463,4.40873094740331e-05
2024-02-07,1.5049173552838966,1.4865870077374455,0.29972699427979377,0.2951328622395717,0.00025250576417316483
2024-02-08,1.5098643117139132,1.4921385089407784,0.2237677027800315,0.22252318153713113,6.214767267180202e-05
2024-02-09,1.4319134735724197,1.348368075976435,0.648104512293427,0.5477411578253669,0.0002049899633553383
2024-02-10,1.8162913817449433,1.7266423780082918,0.9012201490099394,0.889887600518151,7.995513425894298e-05
2024-02-11,1.8719025670555562,1.816870700796031,0.27554060008820846,0.2755406000882084,0.00015217441139140874
2024-02-12,2.0081521735605334,1.9559875569259428,0.2879663522807421,0.2844158565692506,6.882056748288384e-05
2024-02-13,1.5525702174359486,1.5120149765544837,0.4591746563273843,0.45796448327918626,-2.988801595438503e-05
2024-02-14,1.6921341012238236,1.6012710703792157,0.6038910503460807,0.6013732787640746,-7.82237030113815e-05
2024-02-15,1.5647521218079408,1.5156051218079403,0.4031268592040621,0.39989141505568426,-0.00014708623849760046
2024-02-16,1.5101841637910813,1.461037163791081,0.574378116755828,0.5732561612297691,-0.00016371075480292588
2024-02-17,1.1318269186335295,1.0826799186335296,0.9517767850429345,0.9481057717430157,-9.026406852544132e-05
2024-02-18,1.1309028639745606,1.0817558639745604,0.01800691078032524,0.01800691078032519,-8.341666991239306e-05
2024-02-19,1.0968562336130474,1.0477092336130476,0.03493519419307533,0.034818109035499895,-0.00015194263383697603
2024-02-20,1.1179399937996233,1.0687929937996232,0.38151062502193583,0.3815106250219358,-0.00015260923682627973
2024-02-21,1.1928503260858778,1.1437033260858778,0.08532774457059648,0.08153521812217196,-3.5362740909999996e-05
2024-02-22,1.198673243757387,1.149526243757387,0.0319363896577597,0.03193638965775971,5.7258220880000006e-05
2024-02-23,1.0726867641720224,1.0642665926608585,0.22800244514700857,0.2255297302843188,4.350224666697549e-05
2024-02-24,0.9946062388891024,0.9861421267915508,0.5868593386934516,0.5868593386934517,6.67863965138489e-05
2024-02-25,1.0894444668716916,1.0720303579120054,0.20901761562841292,0.18948368107823163,8.710623129491458e-05
2024-02-26,1.4849789630468775,1.467624231784278,0.5260218494869956,0.5260218494869956,-0.00014153665544689673
2024-02-27,1.0854442520322227,1.0309395628607865,0.4804739797520555,0.4804739797520555,-0.00024531443057140476
2024-02-28,1.5221140964939135,1.5221140964939133,0.6573422022223258,0.6538534730516365,1.720931351999999e-05
2024-02-29,0.86784207854818,0.8678420785481801,0.7765345928000121,0.7765345928000122,0.0
2024-03-01,0.8514173903988911,0.8514173903988912,0.2103014065202855,0.2103014065202855,0.0
2024-03-02,0.8942257021305713,0.8942257021305713,0.6256859698377539,0.6256859698377539,-6.970893617164576e-05
2024-03-03,0.9714325194982296,0.9530840708585627,0.4816220064899319,0.4816202839378721,-0.0001812335162662378
2024-03-04,0.9594757556261759,0.9223068038304902,0.12974826990104538,0.11220839022143947,-0.00018746224995551083
2024-03-05,0.998653392303172,0.9986533923031717,0.49658829809537125,0.4902196336022026,0.0
2024-03-06,0.8596150891546638,0.8596150891546639,0.9037487987605454,0.8756175350248497,-0.00012211751678
2024-03-07,0.8169494228065234,0.8169494228065235,0.07354108206322382,0.07354108206322381,-0.00013611261649999995
2024-03-08,0.7380398835484978,0.7380398835484978,0.08215191941216998,0.08215191941216995,1.0940122199999999e-06
