,ret
2020-01-02,-0.003452142889707855
2020-01-03,-0.026322163454031877
2020-01-04,-0.004143472837381769
2020-01-05,-0.0016346318096367618
2020-01-06,0.040795366132773854
2020-01-07,-0.0029891266695987015
2020-01-08,-0.008614099660548635
2020-01-09,-0.004326743075502381
2020-01-10,0.02187810078255614
2020-01-11,0.0029440076369785643
2020-01-12,0.013003750595416794
2020-01-13,-0.009390972994534248
2020-01-14,0.0859417777986636
2020-01-15,0.029236888296604747
2020-01-16,-0.016582911215642347
2020-01-17,0.041842322220234145
2020-01-18,-0.009502408259595183
2020-01-19,-0.04301332601797409
2020-01-20,0.008360444396445784
2020-01-21,0.0035512714278280334
2020-01-22,-0.001959481154188973
2020-01-23,-0.016781806588905573
2020-01-24,-0.0057105230295108
2020-01-25,-0.002274435809217513
2020-01-26,0.0
2020-01-27,-0.0011609571141760514
2020-01-28,0.014536515805430451
2020-01-29,-0.0032203350057198356
2020-01-30,0.028151851537828797
2020-01-31,-0.013371777794052245
2020-02-01,0.011522309747021096
2020-02-02,0.012042088600348364
2020-02-03,0.011778703098523333
2020-02-04,0.006117940340818235
2020-02-05,0.02685135081458812
2020-02-06,0.03796780144305848
2020-02-07,0.012570846464239603
2020-02-08,-0.013416451002564996
2020-02-09,0.049061239477275205
2020-02-10,0.0035266600586211015
2020-02-11,0.03424409915567321
2020-02-12,0.011235987059893406
2020-02-13,-0.003977464657443422
2020-02-14,0.031972450466096376
2020-02-15,-0.04761136129809079
2020-02-16,-0.005778311446740631
2020-02-17,-0.0018664526606628664
2020-02-18,-2.054238846645655e-05
2020-02-19,-0.005692437497827591
2020-02-20,0.002090361550567668
2020-02-21,-0.0022189764499510375
2020-02-22,-2.134919926654497e-05
2020-02-23,0.0
2020-02-24,0.001437634463504614
2020-02-25,-0.00871865496571656
2020-02-26,0.0
2020-02-27,0.0
2020-02-28,-0.0011433564883870327
2020-02-29,-0.00019882859706545476
2020-03-01,-0.0008453322285903663
2020-03-02,0.0
2020-03-03,0.0
2020-03-04,0.0006715117699674965
2020-03-05,0.003220613734265512
2020-03-06,-0.0033768501442250696
2020-03-07,-0.005719673720365342
2020-03-08,0.00125015613518544
2020-03-09,-0.0017035498317374146
2020-03-10,-0.0030027752849810705
2020-03-11,0.0016623000151870192
2020-03-12,0.10141975548544342
2020-03-13,-0.0042611009591976565
2020-03-14,-8.176518569218388e-06
2020-03-15,0.0
2020-03-16,-0.003967626800017293
2020-03-17,-0.0008464789603708046
2020-03-18,-0.0004894339190134358
2020-03-19,-7.059917000072105e-06
2020-03-20,0.0
2020-03-21,0.0
2020-03-22,0.0
2020-03-23,0.0
2020-03-24,0.0
2020-03-25,0.0
2020-03-26,0.0
2020-03-27,0.0
2020-03-28,0.0
2020-03-29,0.0
2020-03-30,0.0
2020-03-31,0.0
2020-04-01,0.0003532975145478511
2020-04-02,0.006184297649236955
2020-04-03,0.0017039512393906945
2020-04-04,0.0020621601166146775
2020-04-05,-0.002988031764729624
2020-04-06,0.01891818071258454
2020-04-07,-0.0027371049935520264
2020-04-08,0.007219499474410133
2020-04-09,-0.0021264544841853063
2020-04-10,-0.014123705030256405
2020-04-11,0.0
2020-04-12,-0.0015111070315346246
2020-04-13,-0.0015406231236185822
2020-04-14,-0.0007349520535550103
2020-04-15,-0.0048886874563793216
2020-04-16,0.003036314576286645
2020-04-17,-0.0002797021888468879
2020-04-18,0.009700714717414039
2020-04-19,-0.0035673274007521336
2020-04-20,-0.02145266762807546
2020-04-21,0.00127478454614337
2020-04-22,0.00623256587170612
2020-04-23,0.016907571102424076
2020-04-24,0.005825055805487752
2020-04-25,0.006499422023363768
2020-04-26,0.009401189025236817
2020-04-27,-0.0051130413251371225
2020-04-28,0.0034506640896409513
2020-04-29,0.02684491168782963
2020-04-30,-0.01962511063531905
2020-05-01,0.005472302555909073
2020-05-02,0.006129423161931354
2020-05-03,-0.006831625069067616
2020-05-04,-0.009673450164546056
2020-05-05,-0.0006073987955142249
2020-05-06,-0.005181597516642546
2020-05-07,0.010808528240161713
2020-05-08,0.0075281181587621045
2020-05-09,-0.009365600175627127
2020-05-10,-0.023817121475470538
2020-05-11,0.009213862211198683
2020-05-12,-0.020747006773327276
2020-05-13,0.001424049246092208
2020-05-14,-0.002168138630699109
2020-05-15,-0.0015690143376977076
2020-05-16,-0.0008270191205711296
2020-05-17,-0.0011444931942037537
2020-05-18,-0.0018328034947411233
2020-05-19,0.00357970271891622
2020-05-20,-0.010912871531305938
2020-05-21,-0.010753774070629841
2020-05-22,0.0006224374167873271
2020-05-23,-0.009836699659675778
2020-05-24,-0.01321502592481858
2020-05-25,0.004288144385073305
2020-05-26,0.00600775989343386
2020-05-27,-0.012978116959109233
2020-05-28,0.017992111938764186
2020-05-29,-0.0010325525495047283
2020-05-30,0.024096829381892525
2020-05-31,-0.014161466802016097
2020-06-01,0.024828009421057673
2020-06-02,-0.014059765154968856
2020-06-03,0.004286703674638647
2020-06-04,0.0014398833035762077
2020-06-05,-0.004877100788441717
2020-06-06,0.0013912740225762656
2020-06-07,0.0007574173156390133
2020-06-08,0.005597996455011741
2020-06-09,-0.0010974815783319713
2020-06-10,0.013326224467013098
2020-06-11,-0.026548701569233148
2020-06-12,-3.682254397968349e-05
2020-06-13,0.0
2020-06-14,0.0
2020-06-15,0.0
2020-06-16,0.0
2020-06-17,0.0
2020-06-18,0.0
2020-06-19,0.0
2020-06-20,9.138268481086291e-05
2020-06-21,-0.004867560568471762
2020-06-22,0.012373932634531667
2020-06-23,0.0026823730504213954
2020-06-24,-0.013598776171383647
2020-06-25,0.0027293402603054467
2020-06-26,-0.004520804419599513
2020-06-27,-0.0014586993565522226
2020-06-28,-0.0032710727785150266
2020-06-29,-0.0011980562328883628
2020-06-30,0.001379600620994908
2020-07-01,0.001529092030105047
2020-07-02,-0.0036092041049215944
2020-07-03,0.0024587426029919145
2020-07-04,0.012040573785615296
2020-07-05,0.009841175792274549
2020-07-06,0.009300464274050043
2020-07-07,0.01910335875764372
2020-07-08,0.030440158146967867
2020-07-09,-0.00419044944840202
2020-07-10,0.003693009438826012
2020-07-11,0.0067845751257400175
2020-07-12,0.009373772743177
2020-07-13,-0.011111828480412336
2020-07-14,-0.002529618577306558
2020-07-15,0.0025185086514817067
2020-07-16,-0.021813261328158765
2020-07-17,0.0009393832079894708
2020-07-18,-0.0027899967351273313
2020-07-19,0.008167960922616874
2020-07-20,-0.004534200791211108
2020-07-21,-2.3090946620132067e-05
2020-07-22,0.001459256838682587
2020-07-23,-0.00013605091829415437
2020-07-24,-0.0032174737173717273
2020-07-25,0.01588464121305246
2020-07-26,0.015973763412526043
2020-07-27,0.007802258498019838
2020-07-28,0.0008714016127968181
2020-07-29,-0.0005532029071972937
2020-07-30,0.0009401870861841584
2020-07-31,0.0009781116751458035
2020-08-01,0.024738371663394033
2020-08-02,0.0009754763046476231
2020-08-03,0.0004217211078422622
2020-08-04,0.005740874943242841
2020-08-05,0.00040661952969129304
2020-08-06,0.001967291430865084
2020-08-07,-0.006615653840428275
2020-08-08,0.03279681927589131
2020-08-09,-0.0024830258747261997
2020-08-10,0.004287651367940644
2020-08-11,-0.006732993543855158
2020-08-12,0.012194358563867623
2020-08-13,-0.003910583283214254
2020-08-14,0.00019352485935810308
2020-08-15,0.0073718865869724474
2020-08-16,0.0029860353739426674
2020-08-17,-0.003336629691254549
2020-08-18,-0.0024046533755348334
2020-08-19,0.0
2020-08-20,0.0018006975413950267
2020-08-21,0.004207889014222732
2020-08-22,6.129831614430265e-05
2020-08-23,0.019249128008809464
2020-08-24,-0.006563821645582165
2020-08-25,-0.004161432804279379
2020-08-26,0.0009809340660306685
2020-08-27,8.730276437986523e-05
2020-08-28,0.0
2020-08-29,0.0040350109010517535
2020-08-30,-0.0016032019963560238
2020-08-31,-8.949983629938478e-06
2020-09-01,0.0014368484849558278
2020-09-02,-0.006327090808675453
2020-09-03,0.005065197512283565
2020-09-04,-0.0011534788673942496
2020-09-05,0.0
2020-09-06,0.0
2020-09-07,-0.0001584563975865561
2020-09-08,1.629685268476674e-05
2020-09-09,6.808983030389704e-05
2020-09-10,-0.00047947520107899887
2020-09-11,-0.008417759207788457
2020-09-12,0.009868983444650179
2020-09-13,-0.0023865347581063516
2020-09-14,-9.407510684680026e-06
2020-09-15,-0.004469534174487949
2020-09-16,0.000393494242882027
2020-09-17,0.001989688822321819
2020-09-18,-0.0005273036854195557
2020-09-19,-0.00030840762634571186
2020-09-20,0.0003601214549906938
2020-09-21,0.0253338819036413
2020-09-22,-0.018272734242231133
2020-09-23,0.021990016814071835
2020-09-24,-0.025034626272282343
2020-09-25,-0.010374406703918806
2020-09-26,-0.003992626858783262
2020-09-27,-0.0020888649586645425
2020-09-28,-0.005741539265079769
2020-09-29,-0.002749315499390622
2020-09-30,-0.0032235283564294903
2020-10-01,-0.019316210073333256
2020-10-02,0.001489799892104428
2020-10-03,-0.0016259499665800276
2020-10-04,0.0012725994587075515
2020-10-05,0.002373165589884307
2020-10-06,0.005015441951912061
2020-10-07,-0.00792387816409722
2020-10-08,-0.007376881188774082
2020-10-09,-0.006058249159139961
2020-10-10,-0.0037379417682728514
2020-10-11,0.019348812233757
2020-10-12,0.007957167929274773
2020-10-13,-0.003480305074780397
2020-10-14,-0.008910542478974624
2020-10-15,-0.000782039717441701
2020-10-16,-0.021091357219858626
2020-10-17,-0.0025422997517871547
2020-10-18,0.004387298556481254
2020-10-19,0.0034136275838252852
2020-10-20,0.0005202425266329868
2020-10-21,-0.01275400854574755
2020-10-22,0.0006645805920183271
2020-10-23,-0.0042709951937268545
2020-10-24,0.009885719025606131
2020-10-25,-0.006752187071342157
2020-10-26,-0.011942637842663858
2020-10-27,0.00699427468641685
2020-10-28,-0.0009896078860341714
2020-10-29,0.010588051273688857
2020-10-30,0.0010298899082890971
2020-10-31,-0.0013158121847078408
2020-11-01,-0.00912265599065161
2020-11-02,0.009388543130196035
2020-11-03,0.01046611297947886
2020-11-04,0.004501629377062216
2020-11-05,-0.018399080727673905
2020-11-06,-0.0077029608137394985
2020-11-07,-0.005422558361268178
2020-11-08,0.003759777127083193
2020-11-09,0.0019968236367083306
2020-11-10,0.004080363781685452
2020-11-11,-0.007556050577780061
2020-11-12,0.005565509656802364
2020-11-13,0.01610688239593966
2020-11-14,-0.0027583960450471632
2020-11-15,-0.006137661244283785
2020-11-16,0.0318737501778608
2020-11-17,0.013939140397279066
2020-11-18,-0.002380657546960399
2020-11-19,0.01096351831123949
2020-11-20,0.022805635522430402
2020-11-21,0.03528024235168287
2020-11-22,-0.012567566026731774
2020-11-23,0.003962483321756111
2020-11-24,0.006290412448253396
2020-11-25,-0.0028152871925863476
2020-11-26,-0.006196096307363469
2020-11-27,0.0
2020-11-28,0.0
2020-11-29,0.0
2020-11-30,0.0003992801791370298
2020-12-01,-0.0047030868926247115
2020-12-02,0.01165282650027176
2020-12-03,0.0017499820485525446
2020-12-04,-0.011235461357483099
2020-12-05,-0.0010808613483198701
2020-12-06,0.002620972654559535
2020-12-07,0.0002423046500473735
2020-12-08,-0.012520348917148759
2020-12-09,-0.004704877502618982
2020-12-10,0.0011927119878097487
2020-12-11,0.0026945196673838776
2020-12-12,-0.005389383615025329
2020-12-13,0.000636458789542411
2020-12-14,-0.0001389639638921676
2020-12-15,0.0018146523818410002
2020-12-16,0.011870085305183084
2020-12-17,0.008231491019159551
2020-12-18,-0.00269110831870833
2020-12-19,0.0014696157774340415
2020-12-20,-0.0030908826573929605
2020-12-21,-0.0036347036520544894
2020-12-22,0.0006548906932227612
2020-12-23,0.05536657517165624
2020-12-24,-0.021525639737330366
2020-12-25,0.0019239169681772327
2020-12-26,0.003342493606314302
2020-12-27,-0.002179169055280238
2020-12-28,0.00567603602787497
2020-12-29,-0.00023972192331483312
2020-12-30,-0.005080055078746551
2020-12-31,0.007938592584247764
2021-01-01,-0.00563814426741702
2021-01-02,0.0036553813043831555
2021-01-03,-8.792661673306526e-05
2021-01-04,0.0011575549931865685
2021-01-05,0.005051102426732057
2021-01-06,0.008996102775878699
2021-01-07,-0.010115794402162136
2021-01-08,-0.002374808098934088
2021-01-09,0.0031470120076332385
2021-01-10,0.00011506696661879027
2021-01-11,-0.024020407672866142
2021-01-12,-0.005259702379413583
2021-01-13,0.009055097011649048
2021-01-14,0.006948457809333526
2021-01-15,0.00030966832992935324
2021-01-16,0.016620017338837226
2021-01-17,-0.0061761231116774515
2021-01-18,-0.0023621376975069613
2021-01-19,-1.5285911322375687e-05
2021-01-20,0.0
2021-01-21,0.0
2021-01-22,-0.0027951258238898074
2021-01-23,0.00035750719444575373
2021-01-24,0.02867140994392008
2021-01-25,-0.003810933266446476
2021-01-26,0.002068530702576484
2021-01-27,0.004305526177806294
2021-01-28,0.00042477646479480944
2021-01-29,-0.006406663604287638
2021-01-30,0.016036267552809493
2021-01-31,-6.101491734411034e-05
2021-02-01,0.009316554838161302
2021-02-02,-0.0013888845449469037
2021-02-03,0.0016742738453045935
2021-02-04,0.010335420584167596
2021-02-05,0.019315704989071227
2021-02-06,0.016247687383322135
2021-02-07,0.0019212362865338424
2021-02-08,0.007440312593267588
2021-02-09,-8.015291166577467e-05
2021-02-10,0.0021235924701539285
2021-02-11,0.012287987766159806
2021-02-12,0.0059082746772736545
2021-02-13,0.0008624461731095113
2021-02-14,-0.003209230884043086
2021-02-15,-0.002752550074834911
2021-02-16,-0.003192090954345763
2021-02-17,0.006376451642684727
2021-02-18,-4.9861148456959524e-05
2021-02-19,0.0
2021-02-20,0.0
2021-02-21,0.008443199203695222
2021-02-22,-2.5633669100220478e-05
2021-02-23,0.0
2021-02-24,0.0
2021-02-25,-0.0009636806406707167
2021-02-26,0.0017917791386150783
2021-02-27,0.005094712067658803
2021-02-28,-2.3123074220302026e-05
2021-03-01,0.0
2021-03-02,-0.009279817465453245
2021-03-03,-0.00381593215800043
2021-03-04,0.0012427099527911197
2021-03-05,0.0017079575453073138
2021-03-06,0.00040249500519100545
2021-03-07,0.007072749716109437
2021-03-08,0.006402783573864478
2021-03-09,-0.003552886551053274
2021-03-10,-0.0002078568798892364
2021-03-11,0.0
2021-03-12,-0.0008753810816611885
2021-03-13,0.008723965234451346
2021-03-14,-0.008508364997470267
2021-03-15,0.00052789220185842
2021-03-16,0.02008926473569611
2021-03-17,0.006885555332434872
2021-03-18,-0.011804421808857168
2021-03-19,0.0060047709662566446
2021-03-20,0.012136051985002687
2021-03-21,0.007465303890164559
2021-03-22,-0.019065737863531034
2021-03-23,-0.005450062058777346
2021-03-24,-0.006251090226779887
2021-03-25,0.005457107352731348
