agent,fAPV,annualized_return,sharpe_annualized,max_drawdown,avg_daily_turnover,avg_gross_exposure
r7_pullback,0.9149820347775287,-0.013583699708381913,0.42457050500041604,0.9292653832316966,0.8485380576298158,1.2981326576850658
