agent,fAPV,annualized_return,sharpe_annualized,max_drawdown,avg_daily_turnover,avg_gross_exposure
r9_don30_20,103.21883791310198,1.0416331939410686,1.4053474453275425,0.6166745837616978,0.32433745700877614,0.7025455427237834
