agent,fAPV,annualized_return,sharpe_annualized,max_drawdown,avg_daily_turnover,avg_gross_exposure
r9_partial,113.37389681038725,1.0713381019636534,1.3875984546088922,0.6770505931761792,0.3751467307220959,0.7853169540479378
