agent,fAPV,annualized_return,sharpe_annualized,max_drawdown,avg_daily_turnover,avg_gross_exposure
ens_don_ts_budget,2.410687480064088,0.1450459441883689,0.8443857735653746,0.33343192318984116,0.050550852923480674,0.10296072976879515
