agent,fAPV,annualized_return,sharpe_annualized,max_drawdown,avg_daily_turnover,avg_gross_exposure
r4_brake,34.640806111997094,0.725792696693327,1.380098240237305,0.44213828599065397,0.2352534182439146,0.5793009588975162
