year,return,max_drawdown
2020,3.07095062426864,0.37503519039106725
2021,0.8775254742577752,0.37813141174226517
2022,-0.17403533796321868,0.8204322460198752
2023,1.7323137698257938,0.5486715204613941
2024,0.3904672922962886,0.7060963297868174
2025,0.3691397895073927,0.4589083621589546
2026,-0.12978290806574067,0.6430417612418092
