agent,fAPV,annualized_return,sharpe_annualized,max_drawdown,avg_daily_turnover,avg_gross_exposure
r4_combo15,28.606919444160912,0.675692983218825,1.237675124673171,0.5561041857291655,0.3411215641432258,0.6995234884209885
