agent,fAPV,annualized_return,sharpe_annualized,max_drawdown,avg_daily_turnover,avg_gross_exposure
xs_60_2,0.2472489343498454,-0.19353552253235207,-0.5541422151470561,0.7852416618716596,0.5711610364418367,0.8467431410781647
