agent,fAPV,annualized_return,sharpe_annualized,max_drawdown,avg_daily_turnover,avg_gross_exposure
cap100_30m,63.3914585913183,0.8939537397548627,1.2930495023333624,0.7364607660701288,0.39781250108611366,0.6597810637924119
