agent,fAPV,annualized_return,sharpe_annualized,max_drawdown,avg_daily_turnover,avg_gross_exposure
EIIE-LS,0.13705607265463735,-0.26355072634169785,-1.8098388319832226,0.8847664559413266,1.2422280988741208,0.14326798255156814
