year,return,max_drawdown
2020,-0.061639432440922626,0.31986769003062177
2021,-0.11222197625312202,0.23126066722781824
2022,-0.2723545190880148,0.3432397596065696
2023,-0.3629912455244717,0.36669059311977314
2024,-0.3534807050178277,0.3561066681623517
2025,-0.3936369787488935,0.4041626402640054
2026,-0.0945912084366356,0.17744397827564617
