agent,fAPV,annualized_return,sharpe_annualized,max_drawdown,avg_daily_turnover,avg_gross_exposure
slv2h_n8,66.52830943536897,0.9081185486869521,1.366797838151228,0.5741801744619981,0.3055816788247534,0.6459887486305603
