agent,fAPV,annualized_return,sharpe_annualized,max_drawdown,avg_daily_turnover,avg_gross_exposure
ts_ma50_f1,3.7896503069414633,0.2276193007858085,0.6783303910727122,0.6326742350037016,0.5360465811273425,0.832195956320207
