agent,fAPV,annualized_return,sharpe_annualized,max_drawdown,avg_daily_turnover,avg_gross_exposure
EIIE-LS,0.9636132889528649,-0.005689200099732394,0.10428824632300268,0.7371096400818374,0.708179323975925,0.21313802783635485
