agent,fAPV,annualized_return,sharpe_annualized,max_drawdown,avg_daily_turnover,avg_gross_exposure
r6_1h,71.91011974131033,0.9310808041487224,1.3191956402626315,0.6849309893344748,0.40496685166181484,0.6999736423272008
