agent,fAPV,annualized_return,sharpe_annualized,max_drawdown,avg_daily_turnover,avg_gross_exposure
r8_noBTCETH,73.16577937279703,0.9363004495376368,1.274577817089097,0.6707282841254536,0.3760095995666176,0.6971139146082787
