agent,fAPV,annualized_return,sharpe_annualized,max_drawdown,avg_daily_turnover,avg_gross_exposure
r9_fshock,104.59410491588287,1.0457970332677062,1.3655463818496938,0.6798336755707388,0.37155180234487983,0.7903319182325367
